DATA ENTRADA;DATA ULTIMA SAIDA;;LOJA/FILIAL;;;ADULTO/INFANTIL;;;GENERO;NUMERACAO/CALC;;ENTRADA ESTOQUE;TOTAL DE SAIDA;ID_PROD;NOME PROD;COLEÇÃO;;;VALOR UNITARIO;VALOR REPASSE
14/01/2020;26/01/2020;12;franquia;;;infantil;;;masculino;15;;121;88;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
14/01/2017;07/02/2017;24;Infantil;;;adulto;;;masculino;36;;260;67;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
14/01/2020;30/01/2020;16;franquia;;;adulto;;;feminino;33;;61;57;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
14/01/2017;02/02/2017;19;Infantil;;;adulto;;;masculino;43;;322;83;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
14/01/2020;18/02/2020;35;franquia;;;adulto;;;unisex;31;;138;52;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
14/01/2017;19/02/2017;36;franquia;;;infantil;;;feminino;23;;114;50;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
14/01/2020;17/02/2020;34;franquia;;;infantil;;;masculino;19;;205;51;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
14/01/2017;05/02/2017;22;Infantil;;;adulto;;;masculino;35;;92;72;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
14/01/2017;09/02/2017;26;Infantil;;;infantil;;;masculino;13;;254;63;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
14/01/2017;12/02/2017;29;Infantil;;;infantil;;;unisex;27;;211;95;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
14/01/2020;28/01/2020;14;franquia;;;infantil;;;unisex;25;;223;44;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 20,90 ; R$ 36,90 
14/01/2017;20/01/2017;6;franquia;;;adulto;;;unisex;42;;316;83;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
14/01/2017;10/02/2017;27;franquia;;;infantil;;;unisex;11;;309;67;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
14/01/2020;18/02/2020;35;Infantil;;;adulto;;;feminino;39;;84;39;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
14/01/2017;24/01/2017;10;franquia;;;infantil;;;feminino;15;;256;66;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
14/01/2017;02/02/2017;19;Infantil;;;infantil;;;masculino;25;;240;46;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
14/01/2020;19/02/2020;36;franquia;;;infantil;;;feminino;20;;341;46;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 25,90 ; R$ 36,90 
14/01/2017;14/02/2017;31;Infantil;;;adulto;;;masculino;35;;61;81;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
14/01/2020;20/02/2020;37;franquia;;;infantil;;;feminino;18;;280;77;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
14/01/2020;01/02/2020;18;Infantil;;;infantil;;;masculino;12;;238;61;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
14/01/2017;19/02/2017;36;franquia;;;infantil;;;unisex;18;;280;78;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
14/01/2017;04/02/2017;21;Infantil;;;adulto;;;feminino;31;;192;79;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
14/01/2017;17/02/2017;34;Infantil;;;adulto;;;unisex;35;;70;93;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
14/01/2017;12/02/2017;29;Infantil;;;infantil;;;feminino;23;;89;57;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
14/01/2017;07/02/2017;24;Infantil;;;infantil;;;masculino;24;;298;74;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
14/01/2017;29/01/2017;15;Infantil;;;adulto;;;masculino;35;;86;96;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
14/01/2017;26/01/2017;12;Infantil;;;infantil;;;unisex;24;;332;51;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
14/01/2020;21/01/2020;7;franquia;;;adulto;;;masculino;40;;165;51;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
14/01/2020;14/02/2020;31;Infantil;;;adulto;;;masculino;39;;200;87;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 25,90 ; R$ 36,90 
14/01/2017;29/01/2017;15;franquia;;;infantil;;;masculino;28;;81;59;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
15/01/2017;29/01/2017;14;franquia;;;adulto;;;unisex;30;;146;47;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
15/01/2017;05/02/2017;21;Infantil;;;adulto;;;unisex;31;;328;92;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
15/01/2017;08/02/2017;24;Infantil;;;infantil;;;masculino;29;;120;82;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
15/01/2020;18/02/2020;34;franquia;;;adulto;;;unisex;46;;132;90;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 25,90 ; R$ 36,90 
15/01/2020;31/01/2020;16;Infantil;;;adulto;;;feminino;34;;307;48;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
15/01/2017;22/01/2017;7;franquia;;;infantil;;;feminino;21;;292;66;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
15/01/2017;08/02/2017;24;franquia;;;infantil;;;unisex;18;;209;38;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
15/01/2017;07/02/2017;23;Infantil;;;infantil;;;masculino;24;;341;42;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
15/01/2020;31/01/2020;16;franquia;;;adulto;;;masculino;34;;118;77;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
15/01/2017;19/01/2017;4;franquia;;;adulto;;;feminino;44;;179;77;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
15/01/2017;10/02/2017;26;franquia;;;adulto;;;unisex;43;;277;50;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
15/01/2017;06/02/2017;22;Infantil;;;adulto;;;unisex;35;;178;40;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
15/01/2017;14/02/2017;30;franquia;;;infantil;;;feminino;28;;336;45;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
15/01/2017;19/02/2017;35;Infantil;;;infantil;;;unisex;26;;299;58;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
15/01/2017;07/02/2017;23;franquia;;;infantil;;;unisex;22;;173;39;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
15/01/2020;21/02/2020;37;Infantil;;;adulto;;;masculino;45;;325;39;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
15/01/2020;05/02/2020;21;franquia;;;infantil;;;feminino;29;;62;75;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
15/01/2017;18/02/2017;34;franquia;;;infantil;;;unisex;25;;218;44;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
15/01/2017;10/02/2017;26;franquia;;;adulto;;;feminino;40;;239;57;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
15/01/2017;02/02/2017;18;Infantil;;;infantil;;;masculino;16;;54;73;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
15/01/2017;29/01/2017;14;Infantil;;;adulto;;;feminino;39;;225;51;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
15/01/2017;10/02/2017;26;Infantil;;;infantil;;;masculino;12;;297;51;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
15/01/2020;30/01/2020;15;franquia;;;infantil;;;unisex;21;;203;76;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 20,90 ; R$ 36,90 
15/01/2017;20/02/2017;36;Infantil;;;adulto;;;masculino;33;;195;62;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
15/01/2020;28/01/2020;13;Infantil;;;infantil;;;feminino;29;;292;49;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
16/01/2017;22/01/2017;6;franquia;;;adulto;;;masculino;40;;213;78;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
16/01/2017;24/01/2017;8;franquia;;;infantil;;;feminino;11;;302;76;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
16/01/2017;07/02/2017;22;Infantil;;;infantil;;;unisex;20;;80;65;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
16/01/2017;12/02/2017;27;Infantil;;;adulto;;;unisex;34;;152;92;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
16/01/2017;09/02/2017;24;Infantil;;;adulto;;;unisex;30;;316;89;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
16/01/2017;22/01/2017;6;Infantil;;;infantil;;;unisex;21;;317;53;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
16/01/2017;22/01/2017;6;Infantil;;;adulto;;;unisex;38;;151;87;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
16/01/2017;22/01/2017;6;franquia;;;infantil;;;feminino;23;;243;79;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
16/01/2020;02/02/2020;17;franquia;;;infantil;;;masculino;13;;200;91;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
16/01/2017;19/02/2017;34;franquia;;;adulto;;;feminino;32;;301;88;8249;TOALHA HAVAIANAS LOGO VELUDO BICOLOR M  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
16/01/2020;22/02/2020;37;franquia;;;infantil;;;feminino;15;;159;42;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
16/01/2017;20/01/2017;4;Infantil;;;infantil;;;feminino;25;;266;77;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
16/01/2017;08/02/2017;23;franquia;;;infantil;;;unisex;18;;76;44;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
16/01/2017;24/01/2017;8;franquia;;;infantil;;;unisex;18;;70;61;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
16/01/2020;19/01/2020;3;franquia;;;adulto;;;masculino;32;;129;36;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 25,90 ; R$ 36,90 
16/01/2020;24/01/2020;8;franquia;;;adulto;;;feminino;43;;217;64;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 20,90 ; R$ 36,90 
16/01/2017;07/02/2017;22;Infantil;;;infantil;;;feminino;13;;134;86;8246;BOLSA HAVAIANAS SHOPPING BAG            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
16/01/2020;09/02/2020;24;franquia;;;infantil;;;feminino;13;;294;79;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 25,90 ; R$ 36,90 
16/01/2017;04/02/2017;19;Infantil;;;adulto;;;unisex;42;;165;37;8253;CHAVEIRO HAVAIANAS LOGO                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
17/01/2017;31/01/2017;14;Infantil;;;infantil;;;unisex;21;;158;50;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
17/01/2017;30/01/2017;13;Infantil;;;adulto;;;feminino;39;;178;83;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
17/01/2017;28/01/2017;11;Infantil;;;infantil;;;feminino;17;;136;41;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
17/01/2017;28/01/2017;11;Infantil;;;infantil;;;unisex;20;;279;64;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
17/01/2020;21/02/2020;35;franquia;;;infantil;;;feminino;23;;191;67;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
17/01/2020;14/02/2020;28;franquia;;;adulto;;;feminino;42;;154;42;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
17/01/2017;25/01/2017;8;Infantil;;;infantil;;;unisex;14;;325;43;8263;CAPA HAVAIANAS TABLET                   ;edição limitada;;; R$ 25,90 ; R$ 32,90 
17/01/2017;21/02/2017;35;Infantil;;;infantil;;;unisex;12;;303;65;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
17/01/2017;29/01/2017;12;Infantil;;;adulto;;;unisex;44;;71;53;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
17/01/2017;18/02/2017;32;Infantil;;;adulto;;;feminino;40;;117;41;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
17/01/2020;12/02/2020;26;franquia;;;infantil;;;masculino;23;;318;59;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
17/01/2020;12/02/2020;26;Infantil;;;adulto;;;unisex;40;;179;79;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
17/01/2017;24/01/2017;7;Infantil;;;adulto;;;feminino;30;;335;68;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
17/01/2017;28/01/2017;11;franquia;;;infantil;;;masculino;23;;260;62;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
17/01/2017;14/02/2017;28;Infantil;;;infantil;;;unisex;19;;349;70;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
17/01/2020;26/01/2020;9;franquia;;;infantil;;;unisex;22;;195;56;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
17/01/2020;19/02/2020;33;Infantil;;;adulto;;;masculino;30;;244;81;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
17/01/2017;27/01/2017;10;Infantil;;;infantil;;;masculino;10;;156;67;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
17/01/2017;12/02/2017;26;Infantil;;;adulto;;;masculino;38;;241;40;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
17/01/2020;31/01/2020;14;franquia;;;infantil;;;masculino;15;;119;92;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
17/01/2017;06/02/2017;20;Infantil;;;infantil;;;feminino;17;;342;39;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
17/01/2017;09/02/2017;23;Infantil;;;infantil;;;feminino;29;;144;94;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
17/01/2017;08/02/2017;22;Infantil;;;adulto;;;masculino;39;;236;75;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
17/01/2020;08/02/2020;22;Infantil;;;infantil;;;feminino;14;;343;88;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
17/01/2017;07/02/2017;21;Infantil;;;infantil;;;feminino;19;;122;93;8253;CHAVEIRO HAVAIANAS LOGO                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
17/01/2017;01/02/2017;15;Infantil;;;adulto;;;unisex;40;;331;56;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
17/01/2017;30/01/2017;13;Infantil;;;adulto;;;unisex;44;;325;49;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
18/01/2017;20/02/2017;33;Infantil;;;adulto;;;unisex;42;;56;51;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
18/01/2020;25/02/2020;38;franquia;;;adulto;;;unisex;40;;191;87;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2020;06/02/2020;19;Infantil;;;adulto;;;unisex;37;;333;50;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2017;10/02/2017;23;franquia;;;infantil;;;masculino;13;;219;45;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
18/01/2017;14/02/2017;27;Infantil;;;adulto;;;feminino;35;;250;45;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
18/01/2017;30/01/2017;12;Infantil;;;infantil;;;unisex;18;;149;55;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
18/01/2017;24/02/2017;37;Infantil;;;infantil;;;masculino;27;;229;43;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
18/01/2020;15/02/2020;28;Infantil;;;adulto;;;masculino;40;;332;47;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2017;01/02/2017;14;Infantil;;;infantil;;;unisex;17;;306;81;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
18/01/2020;12/02/2020;25;franquia;;;infantil;;;masculino;29;;50;88;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2017;24/02/2017;37;Infantil;;;adulto;;;unisex;33;;71;37;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
18/01/2017;19/02/2017;32;franquia;;;infantil;;;masculino;16;;151;58;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
18/01/2017;05/02/2017;18;Infantil;;;infantil;;;feminino;13;;262;65;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
18/01/2017;08/02/2017;21;franquia;;;infantil;;;unisex;16;;274;65;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
18/01/2017;01/02/2017;14;Infantil;;;adulto;;;unisex;39;;346;91;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
18/01/2017;21/01/2017;3;franquia;;;adulto;;;masculino;44;;344;42;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
18/01/2017;25/01/2017;7;franquia;;;adulto;;;unisex;38;;63;37;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
18/01/2017;19/02/2017;32;Infantil;;;adulto;;;feminino;41;;167;85;8252;CHAVEIRO HAVAIANAS ORIGINE              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
18/01/2017;27/01/2017;9;Infantil;;;adulto;;;feminino;45;;51;42;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
18/01/2017;21/01/2017;3;franquia;;;adulto;;;masculino;33;;204;67;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
18/01/2017;05/02/2017;18;Infantil;;;adulto;;;feminino;32;;163;96;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
18/01/2020;15/02/2020;28;franquia;;;adulto;;;unisex;35;;69;95;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2020;18/02/2020;31;franquia;;;adulto;;;feminino;39;;213;40;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 20,90 ; R$ 36,90 
18/01/2017;24/02/2017;37;Infantil;;;infantil;;;masculino;16;;215;68;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
18/01/2017;12/02/2017;25;Infantil;;;adulto;;;masculino;34;;259;92;8265;TOALHA HAVAIANAS ANIMALS N              ;edição limitada;;; R$ 25,90 ; R$ 32,90 
18/01/2020;20/02/2020;33;franquia;;;adulto;;;masculino;31;;291;69;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
18/01/2017;28/01/2017;10;Infantil;;;infantil;;;masculino;14;;243;59;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
18/01/2017;17/02/2017;30;franquia;;;infantil;;;masculino;26;;237;47;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
18/01/2017;21/02/2017;34;franquia;;;infantil;;;unisex;25;;199;92;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
18/01/2020;11/02/2020;24;franquia;;;adulto;;;unisex;40;;198;64;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2020;23/01/2020;5;franquia;;;adulto;;;feminino;30;;148;64;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
18/01/2017;29/01/2017;11;Infantil;;;infantil;;;masculino;25;;91;85;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
18/01/2020;23/01/2020;5;franquia;;;infantil;;;masculino;20;;71;69;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
18/01/2017;07/02/2017;20;Infantil;;;infantil;;;masculino;26;;124;47;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
18/01/2017;06/02/2017;19;Infantil;;;adulto;;;unisex;35;;337;89;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
18/01/2017;31/01/2017;13;Infantil;;;infantil;;;masculino;27;;51;43;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
18/01/2017;08/02/2017;21;franquia;;;adulto;;;masculino;32;;274;70;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
18/01/2020;24/01/2020;6;Infantil;;;infantil;;;unisex;18;;304;86;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 25,90 ; R$ 36,90 
18/01/2017;21/02/2017;34;franquia;;;adulto;;;feminino;38;;145;37;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
18/01/2017;04/02/2017;17;franquia;;;infantil;;;feminino;17;;106;51;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
18/01/2017;21/02/2017;34;Infantil;;;adulto;;;unisex;36;;114;36;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
18/01/2020;17/02/2020;30;franquia;;;adulto;;;feminino;43;;306;89;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 20,90 ; R$ 36,90 
18/01/2017;03/02/2017;16;Infantil;;;infantil;;;unisex;15;;91;54;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
18/01/2017;15/02/2017;28;Infantil;;;adulto;;;unisex;37;;75;65;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
18/01/2017;17/02/2017;30;Infantil;;;infantil;;;masculino;12;;116;53;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
19/01/2017;24/02/2017;36;Infantil;;;infantil;;;unisex;22;;274;72;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
